sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
CA3179,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wipers",base,"Wipers - Wypall L20 KC58399 (176sh)","Wipers - Wypall L20 KC58399 (176sh)",Wipers,20.000000,1,"Taxable Goods","Catalog, Search",22.850000,,,,wipers-wypall-l20-kc58399-176sh,,,,c/a/ca3179.jpg,,c/a/ca3179.jpg,,c/a/ca3179.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:29 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=13.710000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca3179.jpg,,,,,,,,,,,,,,
CA3179,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3180,,Default,simple,"Default Category",base,"Wipers - Tork Mechanic 13.24.75.01 (180sh)","Tough, versatile, excellent value. With absorbing power of HYDROKNIT technology to a lighter weight wiper. Designed to outperform rags. General purpose, no adhesive and leaves no residue. Reinforced for extra scrubbing and cleaning power. Tough and soft. Use for applying- thinner and solvents, cable lubricant removal, adhesive cleaning, removing grease and soil. ","Wipers - Tork Mechanic 13.24.75.01 (180sh)",20.000000,2,"Taxable Goods",Search,23.510000,,,,wipers-tork-mechanic-180sh,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 4:21 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=16.460000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA3181,,Default,simple,"Default Category",base,"Wipers - Pro Tech Jumbo Blue (JB0494)","Wipers - Pro Tech Jumbo Blue (JB0494)","Wipers - Pro Tech Jumbo Blue (JB0494)",20.000000,2,"Taxable Goods",Search,55.000000,,,,wipers-pro-tech-jumbo-blue-jb0494,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 4:21 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=38.500000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA3182,,Default,simple,"Default Category",base,"Towels - Tork Blue CP 4ply #132451A (4 rolls)","Tough, versatile, excellent value. With absorbing power of HYDROKNIT technology to a lighter weight wiper. Designed to outperform rags. General purpose, no adhesive and leaves no residue. Reinforced for extra scrubbing and cleaning power. Tough and soft. Use for applying- thinner and solvents, cable lubricant removal, adhesive cleaning, removing grease and soil. ","Towels - Tork Blue CP 4ply #132451A (4 rolls)",20.000000,1,"Taxable Goods",Search,117.420000,,,,wipers-tork-mechanic,,,,,,,,,,,,"3/7/16, 3:31 AM","7/8/21, 2:01 PM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=58.710000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,1000.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA3183,,Default,simple,"Default Category",base,"Wipers - Center Pull Blue 10""x425'  2-ply (6)","Wipers - Center Pull Blue 10""x425'  2-ply (6)","Wipers - Center Pull Blue 10""x425'  2-ply (6)",20.000000,2,"Taxable Goods",Search,70.360000,,,,wipers-center-pull-blue-10-x425-2-ply-6,,,,,,,,,,,,"3/7/16, 3:31 AM","7/10/17, 9:17 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=49.250000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA3184,,Default,simple,"Default Category",base,"Wipers - Center Pull Blue 9""x250'  2-ply (4) ProTech SB0254 **USE CODE CA3183","Wipers - Center Pull Blue 9""x250'  2-ply (4) ProTech SB0254 **USE CODE CA3183","Wipers - Center Pull Blue 9""x250'  2-ply (4) ProTech SB0254 **USE CODE CA3183",20.000000,2,"Taxable Goods",Search,52.470000,,,,wipers-center-pull-blue-9-x250-2-ply-4-protech-sb0254-use-code-ca3183,,,,,,,,,,,,"3/7/16, 3:31 AM","5/6/16, 1:56 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=36.730000",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA3186,,Default,simple,"Default Category",base,"Wipers - A Tork Plus 13.02.11","Wipers - A Tork Plus 13.02.11","Wipers - A Tork Plus 13.02.11",20.000000,2,"Taxable Goods",Search,74.560000,,,,wipers-a-tork-plus-13-02-11,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 5:17 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=52.190000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA3187,,Default,simple,"Default Category",base,"Wipers - KimTech 3 ply Delicate Task KC34743 (119)","Wipers - KimTech 3 ply Delicate Task KC34743 (119)","Wipers - KimTech 3 ply Delicate Task KC34743 (119)",20.000000,2,"Taxable Goods","Catalog, Search",7.720000,,,,wipers-kimtech-3-ply-delicate-task-kc34743-119,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 5:17 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=5.080000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4000,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Rags - Sweat Fleece Knit 25lb","Sweat shirt material coloured. Recycled and Washed.",Rags,20.000000,1,"Taxable Goods","Catalog, Search",22.920000,,,,sweat-fleece-knit-coloured,,,,c/a/ca4000.jpg,,c/a/ca4000.jpg,,c/a/ca4000.jpg,,,,"3/7/16, 3:31 AM","10/26/21, 11:07 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=13.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4000.jpg,,,,,,,,,,,,,,
CA4000,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4001,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Rags - T-Shirt Material  White 25lb","Recycled and washed.",Rags,20.000000,1,"Taxable Goods","Catalog, Search",67.920000,,,,t-shirt-material-white,,,,c/a/ca4001.jpg,,c/a/ca4001.jpg,,c/a/ca4001.jpg,,,,"3/7/16, 3:31 AM","11/23/21, 10:09 AM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=40.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4001.jpg,,,,,,,,,,,,,,
CA4001,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4041,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Rags - Coloured Cotton 25lb","Recycled and washed.",Rags,20.000000,1,"Taxable Goods","Catalog, Search",31.670000,,,,t-shirt-material-coloured,,,,c/a/ca4041.jpg,,c/a/ca4041.jpg,,c/a/ca4041.jpg,,,,"3/7/16, 3:31 AM","11/23/21, 10:10 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=19.000000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4041.jpg,,,,,,,,,,,,,,
CA4081,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Rags - Coloured Flannel 25lb","Recycled and washed.",Rags,20.000000,1,"Taxable Goods","Catalog, Search",29.170000,,,,flannel-coloured,,,,c/a/ca4081.jpg,,c/a/ca4081.jpg,,c/a/ca4081.jpg,,,,"3/7/16, 3:31 AM","10/26/21, 11:08 AM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=17.500000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4081.jpg,,,,,,,,,,,,,,
CA4081,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4200,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Rags - Terry Cloth Sewn Edges lbs.","For rewashing and repeated use. Will not fray with laundering. New material excellent for hard surface cleaning (except glass).",Rags,20.000000,1,"Taxable Goods","Catalog, Search",5.170000,2.950000,3/1/19,3/31/19,terry-cloth-sewn-edges-new-white,,,,c/a/ca4200.jpg,,c/a/ca4200.jpg,,c/a/ca4200.jpg,,,,"3/7/16, 3:31 AM","1/21/22, 2:22 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=3.100000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,40.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4200.jpg,,,,,,,,,,,,,,
CA4200,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4202,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Rags - White Terry Non Sewn Edges 20lbs.","Rags - White Terry Non Sewn Edges 20lbs.",Rags,20.000000,1,"Taxable Goods","Catalog, Search",42.670000,,,,rags-white-terry-non-sewn-edges-20lbs,,,,c/a/ca4202.jpg,,c/a/ca4202.jpg,,c/a/ca4202.jpg,,,,"3/7/16, 3:31 AM","11/23/21, 10:12 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=25.600000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4202.jpg,,,,,,,,,,,,,,
CA4203,,Default,simple,"Default Category",base,"Rags - Terry Cloth Colored Non Sewn Edges 25lbs","Rags - Terry Cloth Colored Non Sewn Edges 25lbs","Rags - Terry Cloth Colored Non Sewn Edges 25lbs",20.000000,2,"Taxable Goods","Catalog, Search",23.200000,,,,rags-terry-cloth-colored-non-sewn-edges-25lbs,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 5:17 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=14.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4250,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfiber Cloth 16"" x 16"" (Dark Blue)","Premium microfiber cloth a must for cleaning all glass and mirrors. Excellent for lifting dust, dirt and soil from all surfaces and can be used damp or dry. Reduces the need for chemicals. Very fine fibers penetrate the crevice of the whole surface to remove soil. Available in blue, green, red and yellow. Very chemical resistant and can be laundered 500 times at 90&deg;. (Do not use fabric softener).  ","Microfiber Cloth 16"" x 16"" (Dark Blue)",20.000000,1,"Taxable Goods","Not Visible Individually",2.750000,,,,microfiber-cleaning-cloth,,,,c/a/ca4250_1.jpg,,c/a/ca4250_1.jpg,,c/a/ca4250_1.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:30 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.550000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4250_1.jpg,,,,,,,,,,,,,,
CA4250,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4251,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfiber Cloth 16"" x 16"" (Green)","Microfiber Cloth 16"" x 16"" (Green)","Microfiber Cloth 16"" x 16"" (Green)",20.000000,1,"Taxable Goods","Not Visible Individually",2.750000,,,,microfiber-cloth-16-x-16-green,,,,c/a/ca4251_1.jpg,,c/a/ca4251_1.jpg,,c/a/ca4251_1.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:30 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.550000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4251_1.jpg,,,,,,,,,,,,,,
CA4251,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4252,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfiber Cloth 16"" x 16"" (Yellow)","Microfiber Cloth 16"" x 16"" (Yellow)","Microfiber Cloth 16"" x 16"" (Yellow)",20.000000,1,"Taxable Goods","Not Visible Individually",2.750000,,,,microfiber-cloth-16-x-16-yellow,,,,c/a/ca4252_1.jpg,,c/a/ca4252_1.jpg,,c/a/ca4252_1.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:30 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.550000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4252_1.jpg,,,,,,,,,,,,,,
CA4252,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4253,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfiber Cloth 16"" x 16"" (Pink)","Microfiber Cloth 16"" x 16"" (Red)","Microfiber Cloth 16"" x 16"" (Red)",20.000000,1,"Taxable Goods","Not Visible Individually",2.750000,,,,microfiber-cloth-16-x-16-red,,,,c/a/ca4253_1.jpg,,c/a/ca4253_1.jpg,,c/a/ca4253_1.jpg,,,,"3/7/16, 3:31 AM","9/22/21, 12:25 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=0.550000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,1000.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4253_1.jpg,,,,,,,,,,,,,,
CA4253,default,Default,simple,,,"Microfiber Cloth 16"" x 16"" (Red)",,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4254,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfiber Drying Cloth 16"" x 27"" (Orange)","Microfibre Drying Cloth 16"" x 27"" (Orange)","Microfibre Drying Cloth 16"" x 27"" (Orange)",20.000000,1,"Taxable Goods","Not Visible Individually",4.450000,,,,microfiber-drying-cloth-16-x-27-orange,,,,c/a/ca4254.jpg,,c/a/ca4254.jpg,,c/a/ca4254.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:30 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.890000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4254.jpg,,,,,,,,,,,,,,
CA4254,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4255,,Default,simple,"Default Category",base,"Microfibre Cloth 16"" x 16"" (Purple) **DO NOT HAVE RIGHT NOW","Microfibre Cloth 16"" x 16"" (Purple) **DO NOT HAVE RIGHT NOW","Microfibre Cloth 16"" x 16"" (Purple) **DO NOT HAVE RIGHT NOW",20.000000,2,"Taxable Goods","Catalog, Search",1.110000,,,,microfibre-cloth-16-x-16-purple-do-not-have-right-now,,,,,,,,,,,,"3/7/16, 3:31 AM","5/6/16, 1:56 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.780000",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4257,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfibre WINDOW Cloth - 16"" x16"" Blue #B20207","This is used to clean windows.","Microfibre Window Cloth",20.000000,1,"Taxable Goods","Catalog, Search",2.560000,0.950000,3/1/18,3/31/18,microfibre-window-cloth-16-x16-blue-b20207,,,,c/a/ca4257_1.png,,c/a/ca4257_1.png,,c/a/ca4257_1.png,,,,"3/7/16, 3:31 AM","5/30/21, 2:30 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca4257_1.png,,,,,,,,,,,,,,
CA4257,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA4258,,Default,simple,"Default Category,Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Microfibre WINDOW Cloth - 14"" x 14"" Green","Microfibre WINDOW Cloth - 14"" x 14"" Green","Microfibre WINDOW Cloth - 14"" x 14"" Green",20.000000,2,"Taxable Goods",Search,1.020000,,,,microfibre-window-cloth-14-x-14-green,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 5:18 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.660000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4260,,Default,simple,"Default Category/Building Sanitation/Disposables/Wiping Rags\/Cloths",base,"Bestever Cloth - Blue","Very soft felt like cloth. Excellent for cleaning. ","Bestever Cloth - Blue",20.000000,2,"Taxable Goods","Catalog, Search",1.100000,,,,best-ever-cloth,,,,,,,,,,,,"3/7/16, 3:31 AM","7/11/17, 8:09 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4261,,Default,simple,"Default Category",base,"Bestever Cloth - Yellow","Bestever Cloth - Yellow","Bestever Cloth - Yellow",20.000000,2,"Taxable Goods","Catalog, Search",1.100000,,,,bestever-cloth-yellow,,,,,,,,,,,,"3/7/16, 3:31 AM","7/11/17, 8:09 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4262,,Default,simple,"Default Category",base,"Bestever Cloth - Green","Bestever Cloth - Green","Bestever Cloth - Green",20.000000,2,"Taxable Goods","Catalog, Search",1.100000,,,,bestever-cloth-green,,,,,,,,,,,,"3/7/16, 3:31 AM","7/11/17, 8:08 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA4263,,Default,simple,"Default Category",base,"Bestever Cloth - Pink","Bestever Cloth - Pink","Bestever Cloth - Pink",20.000000,2,"Taxable Goods","Catalog, Search",1.100000,,,,bestever-cloth-pink,,,,,,,,,,,,"3/7/16, 3:31 AM","7/11/17, 8:08 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.750000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA5001,,Default,simple,"Default Category/Building Sanitation/Disposables/Feminine Hygiene",base,"Sanitary Napkins #4 (200)","Sanitary Napkins #4 (200)","Sanitary Napkins #4 (200)",20.000000,1,"Taxable Goods","Catalog, Search",90.970000,,,,sanitary-napkins-4,,,,c/a/ca5001.jpg,,c/a/ca5001.jpg,,c/a/ca5001.jpg,,,,"3/7/16, 3:31 AM","8/17/21, 10:33 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=54.580000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca5001.jpg,,,,,,,,,,,,,,
CA5001,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA5021,,Default,simple,"Default Category/Building Sanitation/Disposables/Feminine Hygiene",base,"Tampons (500)","Tampons (200)","Tampons (200)",20.000000,1,"Taxable Goods","Catalog, Search",137.200000,,,,tampons,,,,c/a/ca5021.jpg,,c/a/ca5021.jpg,,c/a/ca5021.jpg,,,,"3/7/16, 3:31 AM","2/14/22, 11:27 AM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=82.320000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca5021.jpg,,,,,,,,,,,,,,
CA5021,default,Default,simple,,,"Tampons (200)",,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA5041,,Default,simple,"Default Category/Building Sanitation/Disposables/Feminine Hygiene",base,"Large Waxed Sani Disposal Bags (500)","Fits DA8061, DA8062","Disposal Bags",20.000000,1,"Taxable Goods","Catalog, Search",45.750000,,,,large-waxed-disposal-bags,,,,c/a/ca5041.jpg,,c/a/ca5041.jpg,,c/a/ca5041.jpg,,,,"3/7/16, 3:31 AM","2/2/23, 11:43 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=32.020000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca5041.jpg,,,,,,,,,,,,,,
CA5041,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA5060,,Default,simple,"Default Category",base,"Toilet Seat Covers (250) HG5000","Toilet Seat Covers (250) HG5000","Toilet Seat Covers (250) HG5000",20.000000,2,"Taxable Goods","Catalog, Search",3.850000,,,,toilet-seat-covers-250-hg5000,,,,,,,,,,,,"3/7/16, 3:31 AM","7/11/17, 8:14 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=2.300000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
CA5061,,Default,simple,"Default Category/Building Sanitation/Disposables/Toilet Seat Covers",base,"Toilet Seat Covers (20pkg of 250) HG5000","For personal hygiene. Completely flushable. Substantial savings over improvised toilet tissue etc. 20packs of 250 in each case.","Toilet Seat Covers",20.000000,1,"Taxable Goods","Catalog, Search",120.360000,,,,seat-covers,"Janitorial Supplies - Order Toilet Seat Covers In Bulk | Action Sanitation Supply",,"These toilet seat covers are completely flushable and offer substantial savings over improvised toilet tissue. Each case contains 20 packs of 250 covers. Shop with Action Sanitation Supply today for all of your janitorial supplies.",c/a/ca5061.jpg,,c/a/ca5061.jpg,,c/a/ca5061.jpg,,,,"3/7/16, 3:31 AM","10/24/22, 4:31 PM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=68.160000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,c/a/ca5061.jpg,,,,,,,,,,,,,,
CA5061,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
